PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME
CC1=NN(C(=C1)NC(=O)C2=CC=CC=C2)C3=CC=CC=C3,0
CN1C2=CC=CC3=C2C(=C(C1=O)NC4=CC=C(C=C4)N(C)C)C5=CC=CC=C5C3=O,1
CCN1CCCC1CNC(=O)C2=CC3=C(C=C2)S/C(=C/C4=CC(=C(C=C4)OC)OC)/C(=O)N3,0
C1C[C@@H](N(C1)C[C@H](CC2=CC=C(C=C2)O)N3C[C@@H](N(C(=O)C3=O)CCC4=CC=CC=C4)CC5=CC=C(C=C5)O)CN6[C@H](CNC(=O)C6=O)CC7=CC=C(C=C7)O,1
COC1=C(C=C(C=C1)C2=NOC(=N2)CCCC(=O)NC3CCCC3)OC,0
C1=CSC(=N1)NC(=O)C2=CN=C3N(C2=O)C=CS3,0
C1CCN(C1)C(=O)CNC(=O)CC23CC4CC(C2)CC(C4)C3,0
C[C@]12CCC3C(C1CC[C@@H]2O)CC(=C4[C@@]3(CC[C@@H](C4)O)C)[N+](=O)[O-],0
CC1=NC(=CC=C1)/N=C/C2=CC=CC=N2,0
C1CCC(CC1)NC(=O)C(=S)NCCC2=CC=CC=C2,0
CC1=CC=C(C=C1)C2=C(C=NN2)/C=N/N3C(=NC4=CC=CC=C4C3=O)COC5=CC=CC=C5C,0
CCN1C(=O)C(N(C1=S)CC2=CN=CC=C2)CC(=O)NC3=CC=C(C=C3)OC,1
CC1=CC=CC=C1CN2CCN(CC2)C(=O)C3=CC(=NC4=CC=CC=C43)C5=CC=NC=C5,0
CN1C=CC2=C(C=C3C4CCC(C3=C21)O4)N(C)CC5=CC=CC=C5,1
CC1=CC=C(C=C1)NC2=NC(=NC(=C2CC=C)C)SC,0
CC1=CC=C(C=C1)S(=O)(=O)NCCNC(=O)C2=CN=C(C=C2)C,0
CC1=CC=C(C=C1)S(=O)(=O)/N=C/2\C=C(C(=O)C3=CC=CC=C32)NC4=CC=C(C=C4)O,1
COC1=CC=C(C=C1)C2=CC(=NO2)C(=O)NCC3=CC=CS3,0
C1CC2CC(CC(C1)C2=O)C(=O)OCC(=O)NNC(=O)C3=CC=CC=C3Br,0
CN(C)C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2O,1
COC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)C3=NC4=CC=CC=C4C=C3,0
C1CCC(CC1)NCC(C2=CC=CC=C2)O,0
C1=COC(=C1)C2=NN=C(N=N2)C3=CC=CO3,1
C1=CC=C(C=C1)CN2C(=NN=N2)C3=NC4=CC5=CC=CC=C5C=C4NC3=O,0
C1=CC=C(C(=C1)C2=C3C=CC(=O)C(=C3OC4=C2C=CC(=C4O)O)O)S(=O)(=O)O,1
CC1=CC=C(C=C1)S(=O)(=O)/N=C/2\C=C(C(=O)C3=CC=CC=C32)NC4=CC=CC(=C4)C(=O)O,0
CC1=CC(=CC=C1)C2=NN3C(C(=C(NC3=N2)C)C(=O)N)C4=CC=CC=C4,0
CC1CN(CC(O1)C)CCOC2=CC=CC=C2C(C)C.C(=O)(C(=O)O)O,1
COC1=CC=C(C=C1)C2=CN(C(=S)N2)C3=CC=C(C=C3)OC,0
CC1=CC(=C(C=C1)OCC(CN2CCN(CC2)C3=CC=C(C=C3)OC)O)C.Cl,1
CN1C=CN=C1COC2=CC=C(C=C2)/C=N/O,0
CCOC1=C(C=CC(=C1)C(=O)OC(C)C(=O)NC2=CC=CC=C2OC)OCC(=O)N3CCOCC3,0
C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,0
CN(CC1=C(C=CC=C1Cl)F)CC(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,0
CCN1C=CN=C1C(C2=CC=CC=C2)(C3=CC=CC=C3)O,0
CCC1=C(N2C=CC=C(C2=N1)OCC(=O)C(C)(C)C)N(C)C(=O)C3=CC=C(C=C3)C,0
C1COCCN1CC2=CSC3=CC=CC=C32.Cl,0
CC(C)OCCCNC1=C(C(=O)C2=CC=CC=C2C1=O)Cl,1
C1C[C@@]23[C@@H](C[C@H](N2C1)C4=C5C(=CC=C4)OCO5)CN(C3=O)C6=CC=CC=C6,0
CCC1=C(C=C(C=C1)C2=NC3=CC=CC=C3N=C2)NC(=O)CNC(=O)C4=CC=CC=C4,0
CC1=CC2=C(S1)N=C(N(C2=O)C)SCC(=O)NC3=CC(=CC=C3)O,0
CCN1CCN(CC1)CC(=O)NC2=NC3=C(S2)C=C(C=C3)OC.C(=O)(C(=O)O)O,1
C1=CC=C(C=C1)CCNC(=O)CSC2=NC=NN2,0
CCCCNC1C(C(C(C1(C#N)C#N)(C#N)C#N)CCC)CC,0
CN1C2=CC=CC=C2SC1=NC3=CC=C(C=C3)N(C)C,1
CCOC(=O)C1=C(NC(=C1C)C(=O)COC(=O)CCC(=O)C2=CC3=C(C=C2)OCCO3)C,0
CC1=CC(=NC=C1)NC(=O)C2=CC3=C(C=C2)C(=O)N(C3=O)CCC(C)C,0
CC1=CC=C(C=C1)CNC2=C(C=C(C=C2)Cl)[N+](=O)[O-],1
COC(=O)C(C(C(=O)OC)C(=O)OC)C(C(=O)OC)C(=O)OC,0
C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,1
CC(=O)C1=C(C2=C(C=CC(=C2)Cl)NC1=O)C3=CC=CC=C3,0
CC(=O)NC1=CC=C(C=C1)C=C(C#N)C2=CC=C(C=C2)OC,0
CN(CCO)C1=C(C2=NON=C2C(=C1)N3CCCCC3)[N+](=O)[O-],1
CC(CN1CCCCC1)OC(=O)C2=CC=CC=C2F.Cl,0
CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)OCC(=O)N3CCCCCC3,1
COC1=CC(=C(C=C1)C(=O)/C=C/C(=O)N(CC2=CC=CC=C2)C(C3=CC=NC=C3)C(=O)NC4CCCCC4)O,0
CCOC1=C(C=C(C=C1)C2C(=C(OC3=C2C(=O)N(C(=C3)C)CCN(C)C)N)C#N)OCC,0
C1=CC=C(C=C1)C2=NN([C@@H]3[C@H]2C(=O)N(C3=O)C4=CC=CC=C4)C5=CC=CC=C5,0
CC1=C(C=C(C=C1)NC(=O)COC2=CC=C(C=C2)C3=NN=CO3)S(=O)(=O)N4CCOCC4,0
CCC(=O)NC1=NC(=C(S1)C(=O)NC2=CC(=CC=C2)Cl)C,0
C1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2=CC=CC=C2C(=O)O)C3=CC=C(C=C3)F,0
C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=CC=C3F)O,1
CC(CCN1CCN(CC1)CCO)C2=CC=CC=C2,1
CN1CCN(CC1)C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=C(C=C3)Br,0
COC1=CC=C(C=C1)S(=O)(=O)/N=C/2\C=C(C(=O)C3=CC=CC=C32)NC4=CC=C(C=C4)O,1
C1=CC=C2C(=C1)N=CN2CC(=O)C3=CC=C(C=C3)Br,0
COC1=CC(=C(C=C1)C(=O)COC(=O)C2=CC3=C(C=C2)OCO3)OC,0
C/C(=N\NC(=O)C1=CC=C(C=C1)CN2CCOCC2)/C3=CC(=CC=C3)NC(=O)C,0
C[C@@]1(C2[C@@H](C3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,1
C1=CC=C(C=C1)CCNC2=C(C(=O)C3=CC=CC=C3C2=O)Cl,1
CCOC(=O)C1CCN(CC1)C(=O)COC(=O)CNC(=O)C2=CC=C(C=C2)C(C)(C)C,0
CCCCCC1=CC(=O)OC2=C1C(=CC(=C2C(CCN3CCCC3)C4=CC=C(C=C4)N(C)C)OC)OC,1
CSC1=CC=C(C=C1)C(=O)C2CCCN(C2)CC3=CC4=CC=CC=C4N3,1
COCCNC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)/N=C/C4=CC=C(C=C4)F)N,0
C1CN(C2=CC=CC=C21)C(=O)COC(=O)C3=CC=CNC3=O,0
C1=CC2=C(C=CN=C2C(=C1)O)CO,1
CC1=CC(=NO1)NC(=O)CSC2=NN=C(O2)COC3=CC=CC=C3,1
COC1=CC=CC=C1N2C(=O)C3=C(CCS3)N=C2SCC(=O)N4CCC5=CC=CC=C54,0
CCN1CCN(CC1)C(=O)N(CC2=CC=C(C=C2)Cl)S(=O)(=O)C3=CC=C(C=C3)C,0
C1CN(CCN1C2=CC(=C3C4=C(C5=CC=CC=C5C3=O)ON=C24)NCCC(=O)O)C(=O)C6=CC=CO6,1
CN(CCO)C1=NC(=NC2=C1SC3=C2C4=C(CCC4)C(=N3)C5=CC=CO5)SC,1
CN1C2=NC=CC(=C2C(=O)N(C1=O)CC3=C(C=CC=C3Cl)F)OC,0
CN1CC(C(C1)C(=O)C2=CC=C(C=C2)Cl)C3=C(C=C(C=C3)Cl)Cl,1
C1=CC=C(C=C1)S(=O)(=O)NCC(=O)OCC(=O)C2=CNC3=CC=CC=C32,0
COC1=CC=C(C=C1)N2C(=O)CN(C2=S)CC3=CC(=C(C=C3)OC)OC,0
CC1=CN=C(N1)CN(C)C(=O)C2=CC3=C(C=C2)OC(=N3)CC4=CC=C(C=C4)Cl,0
CC(C)CC1=CC=C(C=C1)C(C)C(=O)OCC(=O)C2=CNC3=CC=CC=C32,0
CC1CCN(CC1)C2=C(C(=O)C3=CC=CC=C3C2=O)NS(=O)(=O)C4=CC=C(C=C4)Br,1
CCN(CCCl)C1=CC(=CC(=C1)NC(=O)C2=CC=C(C=C2)C(=O)NC3=CC(=CC(=C3)CN(C)C)N(CC)CCCl)CN(C)C.Cl,1
COC1=CC=CC(=C1)C(=O)NC(=S)NC2=CC=C(C=C2)N3CCCC3,1
CC1=C(C=CC(=C1)OC)C2=C3C=COC3=C(C=C2)C(=O)NCC4=CC=C(C=C4)N(C)C,1
C1CN(CCN1CC2=CC=CC=C2)C3=CC=C(C4=NO[N+](=C34)[O-])[N+](=O)[O-],1
CC1=CC=C(C=C1)S(=O)(=O)OC2=C(C=C(C=C2)/C=N/NC(=O)COC3=CC(=CC=C3)F)OC,0
C1CCC(CC1)N=C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(C=C3)Cl,0
CCC(C)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)N,0
CCN1C(=NN=C1SCC(=O)NC2=NCCS2)CC(=O)NC3=CC=C(C=C3)F,0
C1CN(CCC1NC(=O)C2=C(C=C(C=C2)Cl)Cl)CC3=CC=CC=C3,0
COC1=C(C=C2C(=C1)C(=C(OC2=O)C3=CSC=C3)C#CC4=CN=CC=C4)OC,0
CC1(CCN1C(=O)CC2CCCCC2)C(=O)NS(=O)(=O)C3=CC=C(C=C3)C(C)(C)C,0
COC1=CC=C(C=C1)NS(=O)(=O)C2=CC(=C(C=C2)N/N=C/C3=CC=C(C=C3)N4CCOCC4)[N+](=O)[O-],0
CCCCCCCC(=O)NNC(=O)C1=C(C2=CC=CC=C2NC1=O)O,0
CC1=C(C=CC(=C1)N(C)C)N=NC2=CC=C(C=C2)N,1
C1=CC=C(C=C1)N=NC2=C3C=CC=NC3=C(C=C2)N,1
CN1C2=C(C=C(C=C2)S(=O)(=O)N(C)CC(=O)NCCC3=CCCCC3)C(=O)N(C1=O)C,0
C1C(=O)NC2=CC=CC=C2N1C(=O)CSC3=NN=CN3C4=CC=CC=C4,0
COC1=C(C=C(C=C1)N2CC(CC2=O)NC(=O)N3CCC4=CC=CC=C43)OC,0
C1CN(CCN1C2=CC=CC(=C2)C(F)(F)F)C3=C(C(=O)C4=CC=CC=C4C3=O)NS(=O)(=O)C5=CC=CS5,1
C1=CC(=C(C=C1[C@H](CN)O)O)O.C(C(C(=O)O)O)(C(=O)O)O.O,1
CC1=CC(=C(C=C1)C)NC(=O)CSC2=NN=C(N2CC3CCCO3)C4CC4,0
CC1=C(C(=NO1)C)S(=O)(=O)N(CC(=O)NC2=C(C=CC(=C2)OC)OC)C3=CC=C(C=C3)C(C)C,0
C1C2=CC=CC=C2C3=C1C=C(C=C3)S(=O)(=O)NCCC(=O)O,0
C1C[C@@H](O[C@H]1CN2C=C(N=N2)C3=CC=CC=N3)CN4C=C(N=N4)C5=CC=CC=N5,1
CC1=CC=C(C=C1)NC(=S)C2=NC3=CC=CC=C3S2,1
CC1(C2CCC1(C(=O)C2)CS(=O)(=O)N3CCC(CC3)C(=O)O)C,0
CCOC(=O)C1=C(N(N=N1)CC(=O)N2C(CC(=N2)C3=CC=C(C=C3)Cl)C4=CC=CC=C4)C(=O)OCC,0
CC(=O)N1CCN(CC1)S(=O)(=O)C2=C(C(=C(C=C2F)F)Cl)F,0
C1=CC2=NC(=CN2C=C1)C3=CC(=C(C=C3)O)O,1
C1CCN(C1)C2=C(C=C(C=C2)Cl)[N+](=O)[O-],1
CCC(=O)N1C(=NC(=N1)C2=CN=CC=C2)NCC3=CC=CC=C3,0
CC(C)OC1=CC=CC(=C1)C(=O)C2CCCN(C2)C(=O)C3=CC=CC=N3,0
C1=CC=C(C=C1)C2=CSC3=C2C(=O)N(C=N3)/N=C/C4=C(C(=CC=C4)[N+](=O)[O-])O,1
CCOC(=O)C1(CCN(CC1)C(=O)C2CCOCC2)CC3=CC(=CC=C3)F,0
CC(C)C1=NC2=C(O1)C=CC(=C2)C(=O)NC(C3=CN=CC=C3)C(F)(F)F,0
CC1=CC=C(C=C1)S(=O)(=O)N(CCCN(C)C)CC2=CC3=C(C=C2)OCO3,0
CC(=O)NNC(=O)C1=CC=NC=C1,0
COC1=CC=CC=C1NC(=O)C2=CC=C(O2)CSC3=CC=CC=C3,0
CC1=CC=C(C=C1)CNC(=O)C2=C(N=C(N2)C(F)(F)F)C3=CC=CC=C3,0
CC1CN(CC(O1)C)C(=O)C2=CC3=C(N2C)N=C4C=CC=CN4C3=O,1
CC(=O)/C(=N/NC1=CC=CC=C1[N+](=O)[O-])/N2CCCC3=CC=CC=C32,1
CC1(C2=C(C3=C(N1)C=CC(=C3)OC)C(=S)N(S2)C4=CC=C(C=C4)OC)C,1
CCOC(=O)[C@H]1[C@H]2COC3=C([C@H]2N4[C@]1(C(=O)N(CC4=O)CC5=CC=C(C=C5)C)C)C=C(C=C3)Br,0
CNS(=O)(=O)C1=CC(=C(C=C1)N2CCCC2)[N+](=O)[O-],0
C1=CNC(=C1)C(=O)COC(=O)CC2=CC=C(C=C2)Br,0
CCN(CC)C1=CC=C(C=C1)/C=N/NC2=NC3=CC=CC=C3N2,0
CCN1CCN(CC1)C(C2=CC3=CC=CC(=C3NC2=O)C)C4=NN=NN4CC5=CC=CC=C5,0
C1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2SCC(=O)N/N=C/C4=CC=CC=C4C(=O)O,0
CC1(C(CC2=C(O1)C=CC3=C2OC(=O)C=C3)O)C,0
C/C=C/C1=CC(=C(C(=C1)OC)O)CN2CCN(CC2)C3=CC=C(C=C3)OC,1
C1=CSC(=C1)C2=NC(=CS2)C(=O)O,0
C1=CC(=CC=C1C(=C2C=C(C(=NO)C=C2Cl)Br)C#N)Cl,1
CN1C2=CC=CC=C2[N+](=C1COC3=CC=CC=C3O)C.[Br-],0
CCN(C1=C(N(C(=O)NC1=O)CC2=CC=CC=C2)N)C(=O)COC(=O)C3=C(C=CC(=N3)Cl)Cl,0
CC1=C(SC(=N1)C2=CC=CC=C2)C(=O)CSC3=CC=C(C=C3)F,0
CCCC1=NC2=NC=NN2C(=C1)NC3=CC(=CC=C3)OCC,0
C1CCC(CC1)N2CC(=O)N(C(C2=O)C3=CC=C(C=C3)F)CC4=CC5=C(C=C4)OCO5,0
CCC1C(=O)N(C2=CC=CC=C2O1)CC(=O)NCCCN3CCN(CC3)CC4=CC=CC=C4,0
CCOC(=O)C1=CC2=C(C=C1)N(C(=NC(=O)C3=CC=CO3)S2)CC=C,0
COC(=O)C1=CC(=C(C=C1)N2CCC3=CC=CC=C32)[N+](=O)[O-],1
CN1C=CC2=C(C=C3C4CCC(C4)C3=C21)N(C)CCC5=CC=CC=C5,1
C1CN(CCN1C2CC(=O)N(C2=O)C3=CC=CC=C3F)S(=O)(=O)C4=CC=CC=C4F.C(=O)(C(=O)O)O,1
CC(C)NC(=O)C1=CC=C(C=C1)N2C3=C(CCCC3)C(=N2)C(F)(F)F,0
CC1=CC=C(C=C1)/C=N/N2CCN(CC2)CC3=CC=CC=C3,1
CCOC(=O)C1=CC2=C(N=C3C(=CC=CN3C2=O)C)N(C1=NC(=O)C)CCOC,0
CC1=CC(=CC=C1)N=C2C(SC(=O)N2)CC(=O)OC,0
CC1=CC(=C(C=C1)C)N(C)C(=O)CCS(=O)(=O)C2=CC=CC3=NON=C32,0
CCC(C)SC1=CC=C(C=C1)[C@@H]2[C@@H]3[C@@H](C(=O)N(C3=O)C)[C@]4(N2CCC4)C(=O)OC.C(=O)(C(F)(F)F)O,0
CNS(=O)(=O)C1=CC=C(C=C1)CNC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O,0
CN1C2=C(C=C(C=C2)S(=O)(=O)N(C)CC(=O)N3CCC(=CC3)C4=CC=CC=C4)C(=O)N(C1=O)C,0
COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2N3CCCC3)S(=O)(=O)N4CCOCC4,0
CC1=CC=CC=C1OCCN2C3=CC=CC=C3OC2=O,0
CC1=C(C(=CC=C1)C(C)C)NC(=O)CSC2=CC=CC=[N+]2[O-],0
CN1C2=C(C=C(C=C2)S(=O)(=O)NCCC(=O)NC3=C(C=C(C=C3)F)F)C(=O)N(C1=O)C,0
CCOC(=O)N1C(C(=O)NC1=O)C2=CC=CC=C2,0
CN(C1CCCC1)C(=O)C2=CC(=CC=C2)NC(=O)CC3=CC=C(C=C3)NC(=O)C4CCCN(C4)C(=O)CCC5=CC=CC=C5,0
CCN(CC1=CC=CC=C1)C2=CC=C(C=C2)/C=N/N3CCOCC3,1
CC[C@@H](C1=CC=CC=C1)NC(=O)CC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)NC(=O)C5=CC=CC=C5)O)O,0
CC(C)OC1=CC=CC=C1/C=N/NC2=CC=CC=C2[N+](=O)[O-],1
CC1=CC(=NO1)NC(=O)COC(=O)CCNS(=O)(=O)C2=C(C=CC=C2Cl)Cl,0
CC1CCC2(CC1)C(=C(C(=O)O2)C)C(=O)NC3=CC(=CC=C3)[N+](=O)[O-],0
CC(=O)NC1=CC=C(C=C1)NC(=O)CN(C)CC(=O)NC2=CC=CC=C2Br,0
C1=CC(=CC(=C1)Cl)NC(=O)NCCCN2C=CN=C2,1
CN(C)C1=CC=C(C=C1)/C=C/C=C/2\C(=O)N(C(=S)S2)C3=CC=CC=C3,1
COC1=CC=C(C=C1)C2=NN(C(=O)CC2)CCC(=O)NCC3=CC4=C(C=C3)OCO4,0
CC(C)C(=O)NC(C1=C(C2=C(C=CC=N2)C=C1)O)C3=CC=CO3,1
C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=CC=N3)O,1
C1=CC=C(C=C1)C(CCNC(=O)C2=CC=C(O2)Br)C3=CC=CC=C3,0
CCN1/C(=C\2/C(=O)N(C(=S)S2)CC)/C=CC3=CC=CC=C31,1
CCCN1C2=C(C=C3C=CC(=CC3=N2)C)C(=N1)NC(=O)C4=CC=CS4,0
C1=CC=C2C(=C1)NC(=NS2(=O)=O)SCC(=O)NCC3=CC=C(C=C3)F,0
CC1CN(CC(O1)C)C(C2=CC(=C(C=C2)OC)OC)C3=C(N4C(=NC=N4)S3)O,0
CC1=CC=C(C=C1)N=NC2=C(C3=CC=CC=C3C=C2)O,1
C1=CC=C(C(=C1)C2=CC=C(O2)/C=C\3/C(=O)N4C5=C(C=C(C=N5)Br)N=C4S3)C(=O)O,1
CCN1C(=C(C=N1)CNC(=O)NC23CC4CC(C2)CC(C4)C3)C,0
CN(CC1=CC(=C(C=C1)OC)OC)C(=O)CC2=CC(=C(C=C2)OC)S(=O)(=O)N3CCOCC3,0
CN(C1CCCN(C1)CC2=CC=CC=C2F)C(=O)C3=CC=NC=C3,0
CCN(CC)C1=CC=C(C=C1)CNC2=CC3=C(C=C2)N(C=N3)C(C)(C)C,1
CN(C1CC1)C(=O)C2=CC=C(C=C2)NC(=O)CC3=CC(=CC=C3)NC(=O)C4CCN(CC4)C(=O)C5CC5,0
C1=CC=C(C=C1)CCNC(=O)C2=NC=NN2,0
CN(C)C1=C(C2=C(C=C1)C3=CC=CC=C3C2)[N+](=O)[O-],1
C1CC(OC1)CNC(=O)C2=C(C3=C(S2)N=C4/C(=C/C5=CC=CO5)/CCC4=C3C6=CC=CO6)N,1
CC1=CC(=NO1)NC(=O)C2=C(C=CC=C2Cl)F,0
CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)OCC(=O)NC3=CC(=CC=C3)S(=O)(=O)N4CCOCC4,0
COC1=CC=CC=C1CN2C3=C(C=CC=N3)NC2=O,0
C[N+]1=C(C=C2N1C3=CC=CC=C3C2=CC4=C(C=C(C=C4)N(C)C)OC)C5=CC=CC=C5.C(F)(F)(F)S(=O)(=O)[O-],1
CCC1C/C(=C\C2=CC(=C(C=C2OC)OC)OC)/C(=O)/C(=C/C3=CC(=C(C=C3OC)OC)OC)/C1,1
COC(=O)C1=CC=C(C=C1)NC2=C(C(=O)OC3=CC=CC=C32)[N+](=O)[O-],0
C1=CC=C2C(=C1)C3=C(C2=CC4=CN=CC=C4)C=C(C=C3)N,1
C1=CC=C2C(=C1)C(=CN2CC3=CC(=CC=C3)F)/C=N/NC(=O)C4=CC(=CC(=C4)O)O,1
C1=CC=C(C(=C1)C=NC2=C3C(=C(C=C2)F)C(=O)NN3)O,1
CCOC1=CC(=CC(=C1OCC)OCC)C(=O)NC2=NC=CC(=C2)C,0
C1CCC(CC1)C2CC3=C(C(O2)C4=CC=C(C=C4)Cl)C(=O)NC(=S)N3,0
C1CN(S(=O)(=O)C1)C[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)O,0
C1=CC=C(C=C1)C2=[N+](C3=CC=CC=C3C2=O)[O-],1
CCN(C1=CC=C(C=C1)NC(=O)COC(=O)CCC2=NC3=CC=CC=C3N2C4=CC=CC=C4)C(C)C,1
CC1(OC2COC(C2O1)C3=C4C(=NN3)C(=O)NC(=O)N4)C,0
CC1=CC(=NO1)NC(C2=CN=CC=C2)C3=C(C4=C(C=CC=N4)C=C3)O,1
CCCCCN1C(=O)C2=CC=CC=C2C(=N1)C(=O)OCC3=NC(=NC(=N3)NC4=CC=CC=C4)N,0
CC(=O)C1=CC(=C(C=C1)OC)CSC2=NC3=C(O2)C=CC(=C3)Cl,0
CCN1C2=CC=CC=C2N(C1(C)C3=CC=CC=C3)C,1
C1[C@H](CC(=O)C=C1C2=CC3=CC=CC=C3N=C2)C4=CC5=C(C=C4)OCO5,0
C1=CC=C(C(=C1)C2=C3C=C(C(=O)C=C3OC4=CC(=C(C=C42)O)O)O)O,1
C1=CC=C(C=C1)CNC(=O)NC(=O)COC(=O)C2=CC=C(C=C2)O,0
COC1=CC=C(C=C1)N2N=C(C(=NCCC3=CCCCC3)N2O)[N+](=O)[O-],1
CN(C)C1=CC=C(C=C1)CNCCC(C2=CC=C(C=C2)OC)C3=CC=CC=C3OC,1
C1CC2=CC=C(C3=C(C=CC1=C23)N)[N+](=O)[O-],1
CC1(CN(CC(=O)N1CCCN2C=CN=C2)S(=O)(=O)C)C(=O)NCC3=CC=CC=C3,0
CCN(CC)CCOC(=O)C1=CC=C(C=C1)NC(=O)C2(CCCC2)C3=CC=CC=C3.Cl,0
CN(C)C1=CC=C(C=C1)C2CC(=O)OC3=C2C(=CC(=C3C(CCN4CCOCC4)C5=CC(=C(C(=C5)OC)OC)OC)OC)OC,1
CCOC1=CC2=CC3=C(N=C2C=C1)SC(=NC)N(C3)CCOC.Cl,0
C1CCN(C1)S(=O)(=O)C2=CC(=C(C=C2)Cl)NC(=O)COC(=O)C3=C(C=CC(=C3)Br)O,0
C1OC2=C(O1)C=C(C=C2)NC(=O)CNS(=O)(=O)C3=CC=CC=C3,0
COC1=CC(=C(C=C1)OC)CCNC(=O)C2=CC=C(C=C2)NC3=NC4CS(=O)(=O)CC4S3,0
COC1=C(C=C2C(=C1)C3=CC=CC=C3O2)NCC4=CC5=C(C=C4)OCO5,1
COC(=O)C1=NN(C(C1)(C2=CC=C(C=C2)[N+](=O)[O-])O)C(=O)C3=CC=CC=C3,0
CC(C)(C(=O)NC1=NC=CC=N1)OC2=CC=C(C=C2)Cl,0
C1=CC2=C(C(=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)C4=C([C@@H]2[C@H]5C6=C(C(=CC=C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O,1
CN(C=[N+](C)C)C1=CC=CC2=C1C(=O)C3=CC=CC=C3C2=O.[Cl-],1
CCCCN1C2C(NC(=O)N2)NC1=O,1
COC1=CC(=C(C=C1C2=C3C=C(C(=O)C=C3OC4=CC(=C(C=C42)O)O)O)OC)OC,1
CCCCCNC(=O)C(C1=CC=CC2=CC=CC=C21)N3C4=CC=CC=C4N=C(C3=O)C5=CC6=CC=CC=C6N5,0
COC(=O)C1=C(SC2=C(C13SC(=C(S3)C(=O)OC)C(=O)OC)SSC2=O)C(=O)OC,1
CC1=C(C2=C(C=C1)C3C=CCC3C(N2)C(=O)O)C,1
COCCNC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CO3)C4=CC=CO4,1
CC1=CC=C(C=C1)SC2=C(C(=O)C3=CC=CC=C3C2=O)N(C)C,1
C1COC2=C(O1)C=CC(=C2)C(=O)NC3=CC4=C(C=C3)OC(=N4)C5=CC=CC=C5F,1
CC(C)N1CCN(CC1)C(=O)C2CCC(=O)N(C2)CC3=CC(=CC=C3)OC,0
CC(=O)NC(C1=CC(=C(C=C1)F)F)C2=NC(=CS2)C3=CC4=CC=CC=C4O3,0
C=CCN1C=C(C(=O)C2=C1C=CC(=C2)S(=O)(=O)N3CCCCCC3)C(=O)NCC4=CC=CO4,0
COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)NC(=O)CN3C(=O)C4(CCC5=CC=CC=C54)NC3=O,0
C1CCC(=CC1)CCNC(=O)NC2=CC3=NSN=C3C=C2,0
CC1=CN=C(C=N1)C(=O)OCC(=O)C2=CC=C(C=C2)C3CCCCC3,0
CC1=CN=C(C=N1)C(=O)OCC(=O)NC2=C(C=C(C=C2)Br)F,0
CC12C(C(C3=C(O1)C=CC(=C3)Cl)NC(=S)N2C4=CC=C(C=C4)Cl)C(=O)N(C)C,0
CC1=C2C(=C(C=C1)[N+](=O)[O-])C(=CC(=N2)C)NC3=CC=CC=C3OC,1
CC1=CC2=C(C=C1)NC(=O)CN(C2C3=CC=CC=C3)C(=O)C4=CC=C(C=C4)S(=O)(=O)N5CCOCC5,0
C1CN(CCN1CC(COC(C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)Cl)O)C4=CC=CC=N4.Cl,1
C1=CC(=C(C=C1N)C(=O)O)N.Cl,1
CCN1CCN(CC1)C(=O)CS(=O)(=O)CC2=C(OC(=N2)C3=CC(=CC=C3)OC)C,0
CC1=C2C(=C(C=C1)N3CCOCC3)C(=O)C4=CC=CC=C4C2=O,1
CN(C)C1=CC=C(C=C1)C(CCN2CCN(CC2)C3=CC=CC=C3)C4=C(C=C(C5=C4OC(=O)C=C5C6=CC=CC=C6)OC)OC,1
