PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME
COCCN1C[C@H](O[C@H](C1)N2C=NC3=C(N=CN=C32)NC4CCCC4)CO,0
CC1=CN2C=C(N=C2C=C1)C3=CC(=C(C=C3)O)O.Cl,1
CC(C)(CO)NC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,0
CC1=C(SC=C1)/C=N\N2CCN(CC2)C3=CC=CC=C3OC,1
CCOC1=CC2=C(C=C1)OC(=C2C)C(=O)NC3=CC4=C(C=C3)OCO4,0
CCOCC(=O)NC1=CC(=C(C=C1)C)Cl,0
CC1=CC(=C(N1C(C)COC)C)C(=O)CSC2=NN=NN2C3=CC=C(C=C3)O,0
CCN(CC)CC1=CC(=C(C=C1O)CN(CC)CC)O,1
CN1CCN(CC1)C2=CC(=C3C4=C(C5=CC=CC=C5C3=O)ON=C24)N6CCN(CC6)C(=O)C7=CC=CO7,1
CN(C)C1=CC=C(C=C1)CNC2=NC(=NN2C(=O)COC)C3=CC=CC=C3,1
COC1=CC=CC(=C1O)C=NC2=CC3=C(CCC3)C=C2,0
CC1=NC(=CC=C1)NC(=O)NC2=CC=C(C=C2)Cl,0
C1=CC(=CC(=C1)C(F)(F)F)CNC(=O)C2=C(C=CC(=C2)Cl)Cl,0
CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,1
C1CN(CCN1C2=CC=CC=C2NC(=O)C3=C(C=CC(=C3)Br)Cl)C(=O)C4=CC=C(C=C4)Cl,0
CN1C2=C(C=C(C=C2)NS(=O)(=O)C3=CC=CC=C3)N=C1CCN4CCCCC4,0
C1=COC(=C1)CSCCNC(=O)NC2=CC(=CC(=C2)Cl)Cl,0
COC1=CC(=C(C(=C1)OC)C(CCN2CCN(CC2)C3=CC=CC=C3)C4=CC5=C(C=C4)OCO5)O,1
COC1=CC=C(C=C1)C2=CC(=NC3=CC=C(C=C3)OC)C4=CC=CC=C4O2,1
C1=CC(=C(C(=C1)Cl)C(=O)NCC2=CC=CO2)F,0
C1CCCN(CCC1)CC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-],1
CC1=C(C=C(C=C1)NC(=O)C(=O)C2=CC=CC=C2NC(=O)C)F,0
C1=CC=C(C=C1)CN(C2=CC=CC=C2)S(=O)(=O)C3=C(C=CC(=C3)C(=O)O)Cl,0
CNCCC1=CC(=C(C=C1)O)O.Cl,1
C1CN(CCC1CN2CCNC(=O)C2=O)CCC3=CC(=C(C=C3)Cl)Cl,0
CCN1C(=O)C2=C(C=C(C=C2)C(=O)N3CCN(CC3)C4=CC=CC=C4)NC1=O,0
CN1C(=CN=C1NCC2=C(C=CC(=C2)OC)OC)C3=CC(=CC=C3)[N+](=O)[O-].C(=O)(C(=O)O)O,1
CC1=CC(=C(C=C1)C)N=NC2=NC3=CC=CC=C3N2C,1
CCC(=O)C1=C(C=CC2=C1OC(=O)C=C2C)OC(=O)CC,0
CCOC1=CC=C(C=C1)N2C(=O)/C(=C/C3=CC=CO3)/C(=O)NC2=S,1
CC1=CC2=C(C=C1C)OC(=C2C)C(=O)N(CC3CCCO3)CC4=CC=C(C=C4)N(C)C,1
CC1=CC=C(C=C1)NC(=O)N/C=C/C2=CC=CC=C2,0
C1=CC(=CC=C1/C=C\2/C(=O)N(C(=N)S2)C3=CC=C(C=C3)F)O,0
CC1=CC(=C(C=C1)NC2=C(C(=O)OC2OC(=O)C3=CC=CC=C3)Cl)C,0
C1=CC=C(C=C1)P(=O)(CCO)C2=CC=CC=C2,0
CN(C)C1=CC=C(C=C1)C2CC(=O)OC3=C2C(=CC(=C3C(CCN4CCOCC4)C5=CC=C(C=C5)N(C)C)OC)OC,1
CN(C)C1=CC=C(C=C1)C(CNC(=O)C2=CC=C(C=C2)C#N)C3=CNC4=CC=CC=C43,1
CSC1=CC=C(C=C1)/C=N/N2CCN(CC2)CC3=CC=CC=C3Cl,1
COC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)C(=O)NCC(C3=CC=CC=C3)C4=CC=CC=C4,0
C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)OC(F)F,0
CCOC1=CC=C(C=C1)NC2=C(C(=O)C3=CC=CC=C3C2=O)OC,1
CN(C)C1=CC=C(C=C1)SC2=CC3=C(C=C2)N=C(N=C3N)N,1
C1=CC=C(C=C1)N2C(=O)/C(=C/C3=CC=CO3)/C(=O)NC2=S,1
CCC(C1=NN=NN1C2=CC3=C(C=C2)OCCO3)N4CCN(CC4)C5=C(C=CC(=C5)C)C,0
CCC1=CC=C(C=C1)C(=O)COC(=O)C2=CC=C(C=C2)C3=NN=C(O3)C4=CC=CC=C4,0
C1CCC(=NCC1)NC2=C(C=CC(=C2)C(F)(F)F)N3CCOCC3.Br,0
CC1=CC(=CC=C1)NC(=O)C2=C(C3=C(C4=C(CCN(C4)C)N=C3S2)C5=CC=CS5)N,0
C1=CC=C(C(=C1)CN2C=CN=C2)CO,0
CCOC(=O)/C(=C\C1=C(CC(OC1)(C)C)N2CCCC2)/C#N,0
COC1=C(C=C(C(=C1)/C=C(/C(=O)NCC(=O)O)\NC(=O)C2=CC=CC=C2)[N+](=O)[O-])OC,0
COC1=CC2=C(C=C1)NC(=O)C=C2C(=O)O,1
CCC(=O)C1=CC(=C(C=C1)O)OC,0
CC1=C(C=C(C=C1)F)NC(=O)N2CCN(CC2)C3C4=CC=CC=C4C5=CC=CC=C35,0
CCN(CC)C(=O)C1=C(SC(=C1C)C)NC(=O)C2=CC=CC=C2,0
CC1=CC=C(C=C1)CSC2=NC=C(C=C2)S(=O)(=O)N3CCCCC3,0
COCCN(CC1=NN=C(O1)C2=CC=CS2)C(=O)C3=CC(=CC=C3)S(=O)(=O)N4CCOCC4,0
CCC(C1=CC(=C(C=C1)O)O)C(CC)C2=CC(=C(C=C2)O)O,1
CCCCN1C(=C(C(=O)NC1=O)N(CC(C)C)C(=O)C2=C(C3=C(O2)C=CC(=C3)OCC)C)N,0
CCN(CC)CCSC1=NC2=C(N1)C=C(C=C2)OC.Cl,0
C1CCC(CC1)C(=O)NC2CC3CCCC(C2)N3CC(=O)NCC4=CC=C(C=C4)F,0
CCC1=C(N2C=C(C=CC2=N1)C(=O)NC3=CC(=C(C=C3)OC)OC)N(CCC(C)C)CCN(C)C,0
CCCCN1C(=O)/C(=C/C=C\2/N(CCS2)C)/SC1=S,1
CC1=CC=C(O1)CNC(=O)CN2C=C(N=C2)S(=O)(=O)N3CCCCC3,0
CC1=CC(=NC(=N1)NC2=CC=C(C=C2)N3CCCC3)C,1
CC1=CC=CC=C1NC2=C/C(=N\S(=O)(=O)C3=CC=CS3)/C4=CC=CC=C4C2=O,1
CCCN1C(=CC(=C1C)C(=O)COC2=C(N=C(C=C2)C)[N+](=O)[O-])C,0
C[N+]1=C(C=C2N1C3=C(C2=CC4=CC=C(C=C4)N(C)C)C=C(C=C3)OC)C5=CC=CC=C5.C(F)(F)(F)S(=O)(=O)[O-],1
CN(C)CCCN(C1=NC2=CC3=C(C=C2S1)OCO3)C(=O)C4=CC(=CC=C4)N5C(=O)CCC5=O.Cl,0
CC1CCCN(C1)CCC(C2=CC=C(C=C2)N(C)C)C3=C(C=C(C4=C3OC(=O)C=C4C5=CC=CC=C5)OC)OC,1
CCCNCC1=CC(=C(C=C1Cl)OCCC)OC.Cl,0
CC1CCCCN1C(=O)CSC2=NC3=C(N2C)C(=O)N(C(=O)N3C)C,0
C[C@H]1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,1
C1=CC=C(C=C1)OC(=O)C2=CC(=C(C(=C2)O)O)O,1
CC(C(=O)NC1=CC=C(C=C1)N2CCOCC2)OC(=O)COC3=CC=CC=C3[N+](=O)[O-],0
C1CCCN(CC1)N=CC2=CC=C(C=C2)C#N,1
C1CN(CCN1CC2=CC=CC=C2Cl)/N=C/C3=CC=C(C=C3)Cl,1
CN(C)CC1=C(C=CC2=C1C(=CO2)C(=O)C3=CC=C(C=C3)F)O,0
CN(C)CCN1C(=O)/C(=C/C2=CC(=C(C=C2)Cl)[N+](=O)[O-])/SC1=NC3=CC=C(C=C3)OC.Cl,1
CC1=CC(=C(C=C1)OCCN2CCN(CC2)C)[N+](=O)[O-].C(=O)(C(=O)O)O,1
C1CCN(CC1)C(=O)NC2=CC(=CC=C2)OC(=O)N3CCCCC3,0
C1CC(CN(C1)CC2=CC=NN2)C(=O)C3=CC=C(C=C3)C4=CC=CC=C4,0
CC1=C(SC(=O)N1CC2=CC=CC=C2OC(=O)C)C(=O)NCC3=CC=CC=C3C(F)(F)F,0
CC1=CC(=C(N1C)C)C2=CSC(=N2)N,1
CC(C)C1COS(=O)(=O)NC1CC(=O)SC(C)(C)C,0
CC1=CC(=C(C=C1)NC(=O)C(C2=CC=CC=C2)OC(=O)C3=NC=C(N=C3)C)[N+](=O)[O-],0
CC1=C(C(=C(C#N)C2=CC=C(C=C2)OC)C=CC1=NO)Cl,1
COC1=CC(=C(C=C1)OC)NC(=O)NC2=NC(=CS2)CN,0
C1=CC=C2C(=C1)/C(=N\S(=O)(=O)C3=CC=CS3)/C=C(C2=O)NC4=CC=C(C=C4)O,1
C1C(=O)N(C(=N)S1)C2=CC=CC=C2Cl,0
CC1=CC(=C(N1)C)/C=C(\C#N)/C(=O)NC2CCCCCC2,0
CN1C=CC2=C1C3=C(C=C2C4=CN=CC5=CC=CC=C54)C6CCC3O6,0
CN(C1=CC=CC=C1)/N=C/C2=CC(=C(C=C2OC)OC)OC,1
C1=CC=NC(=C1)C2=NN=C(C=C2)SCC(=O)C3=CC=C(C=C3)[N+](=O)[O-],1
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=NC=CN=C2,0
CN(C1=CC=CC=C1)C(=O)N2CCN(CC2)C3=CC=CC=N3,0
CC1=CC=C(C=C1)CN2CCN(CC2)/N=C\C=C\C3=CC=CC=C3,1
C[C@@H]1CC=C[C@H]2[C@H]1C(=O)N([C@H]2C3=CC(=C(C=C3)F)C4=CC=C(C=C4)N(C)C)CC5=CC=CC=C5,1
C1COC(CN1C(=O)C2=CC=C(C=C2)F)C3=NC(=NO3)C4=CC=C(C=C4)F,0
CC(CNC(=O)CN1C(=O)C(=O)N(C1=O)C2CCCC2)C3=CC=CC=C3,0
COC1=C(C=C(C=C1)NC(=O)C2=CC=CC3=C2N=CC=C3)S(=O)(=O)N,0
C[C@@]12[C@@H]([C@H]3COC4=CC=CC=C4[C@H]3N1C(=O)N(C2=O)C5=CC=C(C=C5)C(F)(F)F)C6=CC=CC=C6,0
CC1=C(C2=C(C=C1)SC(=N2)N(CCCN(C)C)C(=O)C3=CC=C(S3)Br)C.Cl,1
CCN1CCN(CC1)CC(=O)NC2=CC(=C(C=C2)Cl)S(=O)(=O)N(C)C,1
CC1=C(C(=CC=C1)N2C(=NC3=CC=CC=C3C2=O)C)C,0
CC1=C(N2C=CC=NC2=N1)C3=CSC(=N3)NC4=CC=C(C=C4)N(C)C.Br,1
C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O,1
CC1=NC(=NC=C1C(=O)OC)SC,1
C1C(C(=O)NN=C1C2=CC=C(C=C2)Cl)C3=CC(=CC=C3)Br,0
COC1=CC=CC(=C1)C(=O)/C=C/C2=CC(=C(C=C2)N3CCCCC3)[N+](=O)[O-],1
COC1=CC2=C(C=C1)C(=CO2)CC(=O)OCC3=NC4=C(C(=O)N3)SC=C4,0
CC1=CC2=C(C=C1)C3=C(C(N2C(=O)C4=CC=CO4)(C)C)SSC3=S,1
CN1C(=NN=N1)SCCNCC2=CC(=C(C(=C2)Br)OCC3=CC=C(C=C3)F)OC.Cl,0
CC1=CC=C(C=C1)C2=CSC(=N2)N(CCCN3CCOCC3)C(=O)C4=CC=CO4.Cl,0
C1CN(CCN1CC2=CC=CC=C2)/N=C/C3=CC=C(C=C3)[N+](=O)[O-],1
COC(=O)C1=NC=CC(=C1)SC2=C(C(=CC=C2)Cl)Cl,0
C1=CC=C(C=C1)NC(=O)CCC(=O)N/N=C/C2=CC=CC=C2F,0
CCN1C(=O)C2=CC=CC=C2C(=N1)CC(=O)NCCN(CC)CC.Cl,0
C1/C(=N\N=C\2/NC(=O)C(S2)CC(=O)NCC(=O)O)/NC(=O)S1,1
COC1=CC=CC=C1N2C3CS(=O)(=O)CC3SC2=NC(=O)C4CCCCC4,0
CC1C(NC(=O)N1)CCCCCC(=O)NC2=C(C=CC=C2C)C,0
CS(=O)(=O)NC1=CC=C(C=C1)C2=NN(C(C2)C3=CC4=NC=CN=C4C=C3)S(=O)(=O)C,0
COC1=CC=CC(=C1OC)C(=O)NCCN2C(=O)/C(=C\C3=CC=CS3)/SC2=O,0
CCOC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC=CC=N3,0
CCOC1=CC=CC=C1N2CCN(CC2)C3=C(C(=O)C4=CC=CC=C4C3=O)NS(=O)(=O)C5=CC=CS5,1
CC(C)C(C(=O)NC(C)C1=CC=CC=C1)NS(=O)(=O)C2=CC3=C(C=C2)N(CC3)C(=O)C,0
COC1=CC=CC(=C1)CC(=O)OCC(=O)NC(=O)C2=CC=C(C=C2)OC(F)F,0
C1CS(=O)(=O)CC1N(CC2=CC=C(C=C2)Cl)C(=O)/C=C/C3=CC=CC=C3Cl,0
C1=CC=C2C=C(C=CC2=C1)NC3=CC=C(C=C3)O,1
C1COCCN1S(=O)(=O)C2=CC=C(C=C2)CCC(=O)NC3=CC4=C(C=C3)OCCO4,0
C[C@@H]1CC=C[C@H]2[C@H]1C(=O)N([C@H]2C3=C(C=C(C=C3)C4=CC=C(C=C4)N(C)C)F)CC5=CC=CC=C5,1
CC(C1=CC=C(C=C1)OC)(C2=NC(=CS2)C3=CC(=CC(=C3)F)F)O,0
COC1=CC=CC=C1CNC(=O)[C@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@@H]4CC5=CC=CC=C5CN4,0
CCCCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)N=C2N(C3=C(S2)C=C(C=C3)NC(=O)C)C,0
CN1C=CC2=C(C=C3C4CCC(C3=C21)O4)N(C)CC5=CC=CC=C5F,1
C1CCC(CC1)N2C(=O)NN=C2SCC3=NN=C(O3)C4=CC=C(C=C4)[N+](=O)[O-],1
CC1=CC=C(C=C1)CN(C2CCCCC2)S(=O)(=O)C3=CC(=C(C=C3)N4C=NN=N4)OC,0
CCCNC(=O)N1[C@H]2CC[C@@H]1C(=C(C2)C3=CC(=CC=C3)Cl)C(=O)OC,0
CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N/C=C/C(=O)C3=CC4=C(C=C3)OCO4,0
CCOC1=CC2=C(C=C1)N(C(C3=C2C(=S)SS3)(C)C)C,1
CC1=NC2=C(NC1=O)NC(=S)NC2=O,1
C1=CC=C(C=C1)N(CCC#N)C(=O)COC(=O)CCC2=CNC3=CC=CC=C32,0
C1=CC=C(C=C1)N2C(=O)C3=C(N=C2SCC4=CN5C=CC=NC5=N4)SC=C3C6=CC=CO6,1
CCCCNC(=O)NS(=O)(=O)C1=CC=C(O1)C(=O)OC(C)C,0
C1=C(C=C(C(=O)C(=C1CO)O)CO)CO,1
C1CN1C2=C(C(=O)C3=CC=CC=C32)C4=CC=CC=C4,1
C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2OC(F)F,0
C1CCC(CC1)N(CC2=CC3=CC=CC=C3NC2=O)C(=O)C4=CC=CO4,0
C1=CC=NC(=C1)CCNC2=C(C=C(C=C2)Cl)[N+](=O)[O-],1
CCN1C=C(C2=CC=CC=C21)S(=O)(=O)CC(=O)NC3=CC=C(C=C3)OCC,0
CN(C)N1C2=C(C(C(=C1N)C#N)C3=C(C(=CC=C3)OC)OC)C(=O)CCC2,0
CCOC1=CC(=C2C(=C1)N(C=N2)C(C)C)NCC3=CC=CC=C3,1
CC1=CC(=CC(=C1O)CN2CCCCC2)N=NC3=CC=C(C=C3)OC,1
C1=CC(=C(C=C1NC(=S)NNC(=O)C2=CC=NC=C2)O)C(=O)O,0
CC1=C(C(=NN1CC2=CC=CC=C2)C)NC(=O)C3=NOC4=C3CCC5=CC=CC=C54,0
CC(C)CC(=O)N1CCN(CC1)CC2=CC=CC=C2Br,1
CC1=CC=C(C=C1)N/C=C/C(=O)C2=C(N=C(S2)C3=CC=CC=C3)C,0
COC1=CC(=C(C=C1)CN2CCN(CC2)C(=O)C3=CC=C(C=C3)F)OC.C(=O)(C(=O)O)O,1
C=CCN(CCOC1=CC2=CC=CC=C2C=C1)CC=C.C(=O)(C(=O)O)O,1
CC(C)OC1=CC=CC(=C1)C(=O)C2CCCN(C2)C(=O)C3=NNC(=C3)C4CC4,0
C1=CC=C(C=C1)C(=C2C(=O)C3=CC=CC=C3N2)C4=CC=CC=C4,1
CN(C1=CC=CC=C1)/N=C/C2=CC=C(O2)[N+](=O)[O-],1
COC1=CC=CC(=C1)C(=O)NC2CCN(CC2)CC(=O)NCC3=CC=CC=C3F,0
CC1CCCN(C1)CCC(C2=CC=C(C=C2)N(C)C)C3=C(C=C(C4=C3OC(=O)CC4C5=CC=C(C=C5)OC)OC)OC,1
CCOC(=O)C1=CC=CC=C1NC(=O)C2=NNC(=O)C3=CC=CC=C32,0
C1COCCN1C(=O)CCCN2C(=O)C3=CC=CC=C3NC2=S,0
CC1=C(C(=CC=C1)C)NC(=O)C2C(=NC3=CC=CC=C3N2C(=O)C4=CC=C(C=C4)C(F)(F)F)C5=CC=C(C=C5)OC,0
CC12CN3CC(C1=O)(CN(C2)C34CCCCC4)C5=CC=CC=C5,0
CC(=O)C1=CC(=CC=C1)OCC(=O)N(CCOC)CC2=NC3=CC=CC=C3C(=O)N2,0
C1COCCN1CCCNC(=O)C(=O)N/N=C/C2=CC=CC=C2O,0
C1CN(CCN1CCOC2=CC(=CC=C2)Cl)CCOC3=CC(=CC=C3)Cl,1
COC1=C(C=C(C=C1)C2=NC(=C(C=C2)C#N)SCC(=O)NC3CC3)OC,0
CC1=C(C=CC2=C1OC(=O)C3=CC=CC=C23)OCC(=O)N4CCC(CC4)C(=O)NCCCC(=O)O,0
CN(C)C1=CC=C(C=C1)C(CCN2CCN(CC2)C3=CC=CC=C3)C4=C(C=C(C5=C4OC(=O)C=C5)OC)OC,1
CC1=CC=C(C=C1)C2CC(=NN2C(=O)CSC3=NN4CCCC(=O)N=C4S3)C5=CC=CS5,0
CC(C)CCNC(=O)CN(CC1=CC=CC=C1)C(=O)CCC(=O)NC2=CC=CC=N2,0
CC1=CC=CC=C1N(CC(=O)NCCSC2CCCCC2)S(=O)(=O)C3=CC=CC=C3,0
C1CN(CCN1C2=CC=CC=C2)C(=O)CC3=CC4=C(C=C3)OCCO4,0
CN(C)C1=CC=C(C=C1)CNC(=O)C2CC3=C(C=CN=C3O2)C4=CC=CC=C4OC5=CC=CC=C5,1
CN1C=C(C=C1C(=O)N)S(=O)(=O)N2CCNCC2,0
CC(C)(C)C1=CC(=NC2=CC=CC=C2N)C=C(C1=O)C(C)(C)C,1
C=CCNC1=C(C(=O)C2=CC=CC=C2C1=O)Cl,1
CC(=O)C1=CC=C(C=C1)N2CCN(CC2)C(=O)CCCN3C(=O)C4=CC5=C(C=C4NC3=S)OCO5,0
CN(C)C1=CC=C(C=C1)C(CCN2CCOCC2)C3=C(C=C(C4=C3OC(=O)C=C4C5=CC=CC=C5)OC)OC,1
C1CN(CCN1)CCN=CC2=C(N(C(=S)NC2=O)C3=CC=CC=C3Cl)O,0
CSC1=CC=C(C=C1)NC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1
C[C@@]12CCC=C[C@H]1[C@@H](N(C2=O)CC3=CC=CC=C3)C4=C(C=CC(=C4)Br)OC,0
C[C@@H]1[C@H]2CCCC[C@H]2CN([C@@H]1C3=CN(C4=C3C=C(C=C4)F)CC5=CC=CC=C5)S(=O)(=O)C6=CC=C(C=C6)C,0
CN1C=CC=C1/C=N/N2CCN(CC2)CC3=CC=CC4=CC=CC=C43,1
CC1=CC(=C(C(=C1)C)OCC(=O)NC2=CC=CC=C2N3CCCCC3)C,0
CN(C1=CC=CC=C1)C2=CC=C(C3=NON=C23)[N+](=O)[O-],1
CCN1C(=O)[C@H]2[C@H]3CN=C(N3[C@@]([C@H]2C1=O)(C)C(=O)OC)SCC4=CC=C(C=C4)C#N.C(=O)(C(F)(F)F)O,0
CCOC(=O)C1CCN(CC1)CC2=C3C=CC=NC3=C(C=C2)O,1
CC1=CC2=C(C=C1S(=O)(=O)N3CCCCC3)OCC(=O)N2,0
C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NS(=O)(=O)C3=CC=C(C=C3)OC)O[C@@H]1CN(C)C(=O)NC4=CC=C(C=C4)OC)[C@H](C)CO,0
CS(=O)(=O)C1=CC2=C(C=C1)N3C(=C(C(=O)N=C3S2)/C=C\4/C=CC(=O)C(=C4)O)N,0
CC1=CC(=C(C=C1NC(C2=CC=CC=C2)C3=CC=CC=C3)OC)OC,1
C1=CC(=NC=C1Cl)NC(=O)C2=CC=C(O2)[N+](=O)[O-],0
COC1=C(C=C(C(=C1)C(=O)O)NC(=O)CSCC2=C(C=C(C=C2)Cl)Cl)OC,0
CC1=CSC(=N1)NC(=O)CSC2=NN=C(C=C2)C3=CC=CC=N3,1
CCCN1CCCC2=C1C=CC(=C2)CN(CCCN3CCOCC3)C(=O)NC4=CC=C(C=C4)OCC,1
CN(C)C1=CC=C(C=C1)CN(CC2CCCO2)C(=O)C3=CC4=CC=CC=C4O3,1
CCN(CC)C1=C(C(=O)OC2=CC=CC=C21)[N+](=O)[O-],0
CCN1C(=NN=C1SCC(=O)N2CCOCC2)CNC(=O)C3=CC=C(C=C3)Cl,0
CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C4=C(C(=C3CO)O)C(=O)OC4O)C=O)O,1
COC(=O)C1=CC=CC=C1NC2=C/C(=N\S(=O)(=O)C3=CC=CS3)/C4=CC=CC=C4C2=O,1
CC1=C(C2=CC=CC=C2N1)/C=N/NC3=CC=CC=C3[N+](=O)[O-],1
C1=CC=C2C(=C1)N=CN2C3=NC(=CC(=N3)C(F)(F)F)C4=CC=CO4,0
COC1=CC=CC(=C1OC)CNC2=CC=C(C=C2)N3CCCCC3,1
CCN1C2=C(C=C(C=C2)NC(=O)COC(=O)C3=CC(=C(C=C3OC)OC)OC)C4=CC=CC=C41,0
CCN(CC)C(=O)C1=CC2=C(C=C1)NC(C3C2C=CC3)C(=O)O,1
CN(C)C1=CC=C(C=C1)C(CCN2CCN(CC2)C3=CC=CC=C3)C4=C(C=C(C5=C4OC(=O)CC5C6=CC=C(C=C6)OC)OC)OC,1
C1CN(C(OC1)CNC(=O)C(=O)NCC2=CC=NC=C2)S(=O)(=O)C3=C(C=CC(=C3)F)F,0
CC(C(C(=O)OCC(=O)N1CCN(CC1)C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(C=C3)Cl)O,0
COC1=CC(=CC=C1)OC2=C(NN=C2)C3=C(C=C(C=C3)O)O,0
CC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=C(C=C3)N(C)C)C(=S)NC,1
C1=CC=C(C=C1)COC2=CC(=O)NC=C2,1
C1=COC(=C1)C2=NC=CN2,1
C1=CC(=CC(=C1)Br)OCCOCCN2C=CN=C2.C(=O)(C(=O)O)O,1
C1=COC(=C1)C(=O)NC2=NON=C2C3=CC=C(C=C3)F,0
C1COCCN1S(=O)(=O)C2=CC(=C(C=C2)Cl)C(=O)NC3=NC=CS3,0
CC(C)NC(=O)C1=CC=CC=C1NS(=O)(=O)C2=CC=C(S2)Br,0
CC(=CC(=O)NC1=CC=CC=C1C(=O)N)C,1
COC1=CC=C(C=C1)NC(=O)CSC2=NN=C(N2N)C3=CC=CC=N3,1
C1=CC(=CC=C1OCC(=O)OCC(=O)NC2=CC(=C(C=C2)F)[N+](=O)[O-])Cl,0
CCN(C1=CC=CC=C1C)C(=O)C2=CC=C(C=C2)NC(=O)C,0
C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)F)O,1
CC(=O)C1=CC=C(C=C1)NC(=O)COC(=O)C2=CC=CC=C2N=NC3=CC=C(C=C3)N(C)C,1
CC(C)C(C(=O)NCC1=CC=CO1)N(CC2=CC=CO2)C(=O)CNS(=O)(=O)C3=CC=CC=C3,0
CCN(CC)C1=CC=C(C=C1)NC(=O)COC(=O)CSC2=C(C=C(C=C2)Br)C.OS(=O)(=O)O,1
COC1=CC=CC=C1NC(=O)NCCN2C(=O)C3C4CC(C3C2=O)C=C4,0
C1CCN(CC1)C2=C(C(=O)C3=CC=CC=C3C2=O)NS(=O)(=O)C4=CC=C(C=C4)Cl,1
C1C=C(C2(CC1(CN(C2)CCC(=O)O)[N+](=O)[O-])[N+](=O)[O-])OCCO,0
CN(C)C1=CC=C(C=C1)C=C2C=CC3=CC(=C(C=C32)OC)OC,1
CC1=CC=C(C=C1)CC2=NN=C(N(C2=O)N)SCC(=O)NC3=CC(=CC=C3)OC,0
CCN1C2=CC=CC=C2N(C1=N)CC(=O)C(C)(C)C.Br,0
C1=CC=C2C(=C1)C=C3C=CC=CC3=C2/C=N/NC(=O)CO,0
C1=CC2=C(C=CC=C2S(=O)(=O)C3=C(C=CC(=C3)O)O)C(=C1)S(=O)(=O)C4=C(C=CC(=C4)O)O,1
CCCCN1C[C@@H]([C@H](C1=O)CC(=O)NC2=CC=C(C=C2)Br)CSC,0
CC1=CC=C(C=C1)N=NC2=C(C=CC(=C2)C)N,1
C1C=CC2C1C3CC2C(C3)NC(=S)NN,0
C1=CC=C(C=C1)C(=NNC(=S)N(CC2=CC=CC=N2)CC3=CC=CC=N3)C4=CC=CC=N4,1
CCS(=O)(=O)N1CCC(CC1)C(=O)OC2=CC=C(C=C2)Cl,0
COC1=C(C=C(C=C1)C2=CSC(=N2)NC(=O)C3=CC(=CC=C3)N4C(=O)CCC4=O)OC,0
CC1C(=O)NC2=C(C=C(C=C2)S(=O)(=O)NC3=C(C=C(C=C3C)C)C)NC1=O,0
CC(C)C1C(=O)N(CCS(=O)(=O)N1CC2=CC=C(C=C2)C3=CC(=C(C=C3)OC)OC)CC4=CN(N=N4)CCC5OCCO5,0
CC1=NN=C(N1C2CCCCC2)SCC(=O)NC(C)(C)C,0
CCN(CC)C1=CC=C(C=C1)NC2=C(C(=O)C3=CC=CC=C3C2=O)Cl,1
C1COCCN1CC2=CC(=C3C=CC=NC3=C2OC(=O)C4=CC=CC=C4F)Cl,0
COC(=O)C1CCN(CC1)C(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)NCC3=CN=CC=C3,0
CN(C)C1=CC=C(C=C1)NC(=S)C2=CC=CC=N2,1
CC1(C2=C(C3=C(N1)C=CC(=C3)OC)C(=S)N(S2)C4=CC(=CC=C4)OC)C,1
C[N+]1=C(C=C2N1C3=C(C2=CC4=CC=C(C=C4)N(C)C)C=C(C=C3)[N+](=O)[O-])C5=CC=CC=C5.C(F)(F)(F)S(=O)(=O)[O-],1
C1=CC=C(C=C1)C2=NC(=NN2)N3C(=O)C4=C(C3=O)C=C(C=C4)C(=O)O,0
CCOC(=O)C1=C(N(N=N1)C2=NON=C2C3=CC=CC=C3)C,0
CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)O/N=C(\C#N)/C3=C(C=CC=C3Cl)Cl,0
CC1=CC(=CC=C1)NC(=O)COC2=NSN=C2N3CCOCC3,0
CCOC(=O)CCCCC(=O)C1=C(NC(=O)N1)CSCCO,1
C1CN(CC=C1C2=CC=CC=C2)C(=O)C3=CC=CC=N3,0
